Date,Close,High,Low,Open,Volume,rsi,macd,sma_50,sma_200,avg_volume,vol_spike,peak_price,drawdown,price_mean,price_std,price_zscore
2005-02-08,1.2186243534088135,1.2258544193627547,1.186840279967013,1.191058111736191,890019200,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.2186243534088135,0.0,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-09,1.186086654663086,1.235042812031882,1.1764466030115037,1.220732818287779,1191456000,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.2186243534088135,0.026700351633964167,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-10,1.1803640127182007,1.1942218032005367,1.15475644334851,1.1857863378255131,1093019200,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.2186243534088135,0.03139633684784695,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-11,1.2232941389083862,1.2315786624160614,1.189100179163896,1.2029579641435122,1201054400,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.2232941389083862,0.0,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-14,1.2748106718063354,1.277220660614704,1.2359475659585577,1.2461899681147952,1271463200,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.2748106718063354,0.0,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-15,1.3317503929138184,1.3418425626424155,1.2954475025673655,1.3053895381860516,2312217600,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.3317503929138184,0.0,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-16,1.357659101486206,1.3587134592240604,1.3157828478933482,1.3278337998537169,1639243200,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.0,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-17,1.3227123022079468,1.3689564139583887,1.3172891737141454,1.365491967029621,1518473600,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.025740481715920895,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-18,1.30764901638031,1.3234654844331715,1.2992135533442972,1.3216578421146037,1163254400,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.03683552450769918,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-22,1.284752607345581,1.3300932962807812,1.284752607345581,1.2999660250642107,1219293600,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.0537001476002448,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-23,1.329039216041565,1.3323526245267547,1.2886695319743906,1.306292943327105,1345181600,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.02108031788930772,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-24,1.3395835161209106,1.3453070145541512,1.321507188224836,1.3328048554503773,1519028000,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.013313787935062917,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-25,1.3404865264892578,1.354345116371707,1.3284355787653888,1.3499764467045194,915510400,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.012648664880712484,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-02-28,1.3514832258224487,1.3599186894197137,1.3243690920331568,1.3460599968299578,651610400,69.55768411292419,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.0045489148616148925,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-01,1.3406375646591187,1.3590142557175027,1.330394358891112,1.355399675042174,468188000,65.98798896086974,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.012537415915714202,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-02,1.3291893005371094,1.352386879738712,1.3279847081619172,1.3331058598349632,458161200,62.35055885080577,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.02096977136449885,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-03,1.2589943408966064,1.337925964202452,1.2418223377709228,1.3367213718044184,1411653600,45.71213336433715,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.07267270589619515,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-04,1.2897241115570068,1.29574868316313,1.2608022259470133,1.2882175412810484,756618800,51.77877310136536,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.05003832689283485,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-07,1.2879159450531006,1.3029792294573306,1.275865096300674,1.2894217103650512,450632000,51.41469340157114,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.05137015349196189,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-08,1.2210346460342407,1.2701409637454166,1.2080802760365454,1.2623085495621085,1021451200,40.164944208849164,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.10063237178051905,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-09,1.1854848861694336,1.2135024382682305,1.1698193559876764,1.1942215227372757,1322465200,35.694290796889874,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.12681697130619632,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-10,1.1999460458755493,1.212900416533377,1.1779538638064713,1.190908234464299,777109200,38.6841302058856,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.11616543168900866,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-11,1.2132014036178589,1.2228423652774214,1.1990425421581334,1.2113937610161911,632830800,41.37477202836783,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.10640203988631006,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-14,1.2147079706192017,1.2288677359003304,1.1906069763453637,1.2207333448859845,605385200,41.68797279463311,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.10529235999708488,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-15,1.2339887619018555,1.2394118898135695,1.2125989317868782,1.224348707066764,508608800,45.68707539408771,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.09109086327265128,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-16,1.2406164407730103,1.2746594639381417,1.2285663977679182,1.2415207646687034,697813200,47.03182282010594,-0.010165699021142283,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.08620916737130198,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-17,1.2728527784347534,1.2918326216219649,1.2448343209072754,1.251160968822565,801920000,53.11264357646947,-0.007207907170260652,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.0624651084787165,1.2745898326237997,0.05587072779037485,0.2816574202106451
2005-03-18,1.2942429780960083,1.3087039204560922,1.2803842817047615,1.305389606733118,940150400,56.667444632818636,-0.0031020667765611076,1.2550656485557556,1.3454577547311783,995878520.0,0.5536972521507945,1.357659101486206,0.04670990186032504,1.2745898326237997,0.05587072779037485,0.2816574202106451
