Date,Close,High,Low,Open,Volume,rsi,macd,sma_50,sma_200
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
2020-02-10,78.1192398071289,78.1192398071289,76.2485610979256,76.328729971042,109348800,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-11,77.6479263305664,78.69016619390229,77.4292765293241,78.61728539819471,94323200,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-12,79.49188232421875,79.49673857196723,78.09979998299478,78.09979998299478,113730400,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-13,78.92581176757812,79.25379012572942,78.55653676962524,78.76061038013486,94747600,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-14,78.94526672363281,79.1955006836328,78.43507889247289,78.89424275063291,80113600,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-18,77.49971771240234,77.68192708006474,76.43318198824178,76.61539135590418,152531200,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-19,78.62213897705078,78.8529405124876,77.74267613948199,77.74267613948199,93984000,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-20,77.81555938720703,78.87237540713653,77.3078034073495,78.38162741760964,100566000,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-21,76.05418395996094,77.8519889113782,75.43467510110624,77.40739392071207,129554000,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-24,72.44158935546875,73.8992644068107,70.26722851902157,72.21808333283613,222195200,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-25,69.98786163330078,73.49843335672564,69.51412150892502,73.11458204196428,230673600,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-26,71.09809112548828,72.36870040431434,69.6039758492443,69.61126392711407,198054800,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-27,66.4505615234375,69.48252909864357,66.31451240924113,68.29209564236507,320605600,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-02-28,66.41165924072266,67.63853995908428,62.28401253889323,62.500237856125615,426510000,16.96291616784498,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-02,72.59465789794922,73.2336067493854,67.47093017221289,68.57876279323048,341397200,43.154227066479955,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-03,70.28907775878906,73.85552017744328,69.43390383275212,73.77535132893588,319475600,38.30268184705366,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-04,73.54942321777344,73.70976836620322,71.21471719102264,72.01886735003644,219178400,47.321652335465764,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-05,71.16370391845703,72.77442872757254,70.79685330071517,71.7953572173482,187572800,42.43354834560427,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-06,70.21863555908203,70.65351068690394,68.32366098027373,68.51072660724627,226176800,40.642570290592445,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-09,64.6648941040039,67.56080421303677,63.8947525693777,64.0769619398227,286744800,32.075046366560485,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-10,69.3221664428711,69.58940835488747,65.44232100611896,67.33001496463376,285290000,42.93808160808902,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-11,66.91456604003906,68.32122442675887,66.04724767525568,67.39074518979353,255598800,39.42765244667218,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-12,60.30644989013672,65.595382309111,60.25057338022047,62.179564104958686,418474000,31.754116181270007,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-13,67.53166961669922,68.00541706978933,61.45316238600461,64.35394062468555,370732000,44.477954989961525,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-16,58.843910217285156,62.942401413512734,58.30699831007388,58.78074192993141,322423600,35.828131182302826,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-17,61.43128967285156,62.58527878886286,57.91829094246008,60.13152785246368,324056000,39.595750106202765,-3.6770214717867447,67.23011238098144,91.16608713150025
2020-03-18,59.927452087402344,60.73646220887165,57.60731848961155,58.25112721326127,300233600,38.192217051168974,-3.8957820463968176,67.23011238098144,91.16608713150025
2020-03-19,59.46828842163086,61.42643149656511,58.941096340460845,60.10237727632101,271857200,37.752201910527866,-4.059407722960302,67.23011238098144,91.16608713150025
2020-03-20,55.69290542602539,61.18105103531312,55.391651251345145,60.05135066055668,401693200,34.257379778398914,-4.442513574926302,67.23011238098144,91.16608713150025
2020-03-23,54.50975799560547,55.51312552059559,51.65271619613283,55.4110887106565,336752800,33.21952001271836,-4.7864229283243205,67.23011238098144,91.16608713150025
2020-03-24,59.97846984863281,60.17525538486383,56.92221075272987,57.422678587356735,287531200,41.9706318683485,-4.565070929994953,67.23011238098144,91.16608713150025
2020-03-25,59.6480598449707,62.740759151622036,59.351665642636455,60.91866546861268,303602000,41.615798251250304,-4.3659808925077215,67.23011238098144,91.16608713150025
2020-03-26,62.78691864013672,62.84522326472186,59.85213267444205,59.89100489553818,252087200,46.26363445950807,-3.9098506071981234,67.23011238098144,91.16608713150025
2020-03-27,60.18740463256836,62.16255182038572,60.01977140734215,61.40456197455526,204216800,43.196656417327254,-3.715295511252201,67.23011238098144,91.16608713150025
2020-03-30,61.90502166748047,62.077514824841366,60.59068393688566,60.91623414183025,167976400,45.75550984791846,-3.3835088719140956,67.23011238098144,91.16608713150025
2020-03-31,61.77870559692383,63.77086105225512,61.222361168207975,62.096967810577766,197002000,45.59284819326967,-3.095080064705968,67.23011238098144,91.16608713150025
2020-04-01,58.528076171875,60.425482361169855,58.09563292519833,59.886142364607466,176218400,41.50379179108158,-3.0931409811171093,67.23011238098144,91.16608713150025
2020-04-02,59.50471496582031,59.55816334013763,57.55386042441489,58.3895945969487,165934000,43.153404633806325,-2.9784637784337136,67.23011238098144,91.16608713150025
2020-04-03,58.64956283569336,59.691798977456195,58.05677432512775,58.98725744365528,129880000,42.03560062029131,-2.9228916239946443,67.23011238098144,91.16608713150025
2020-04-06,63.76601028442383,63.92149180414208,60.58584936232617,60.95512445901241,201820400,50.3262306455609,-2.4378932264699245,67.23011238098144,91.16608713150025
2020-04-07,63.027435302734375,66.00838540103557,62.92297037455114,65.78972822133507,202887200,49.23156720516019,-2.089044130350622,67.23011238098144,91.16608713150025
2020-04-08,64.6406021118164,64.95642874150907,63.464745123474984,63.83158830415397,168895200,51.70260444710182,-1.663236869357732,67.23011238098144,91.16608713150025
2020-04-09,65.10707092285156,65.61240255882335,64.3077842309361,65.27956785413652,161834800,52.42371864186683,-1.273461738419094,67.23011238098144,91.16608713150025
2020-04-13,66.38494110107422,66.49426967878156,64.58227996889003,65.18478823332704,131022800,54.430957442623566,-0.8516316160486213,67.23011238098144,91.16608713150025
2020-04-14,69.73760986328125,70.0291478764634,67.55109700677416,68.02484442466522,194994800,59.28448079190884,-0.24398336688089728,67.23011238098144,91.16608713150025
2020-04-15,69.10107421875,69.56266976998216,68.17788311628567,68.6078945262973,131154400,58.02094149097775,0.18409698622956228,67.23011238098144,91.16608713150025
2020-04-16,69.650146484375,70.01699709120813,68.59576238272669,69.81777971437695,157125200,58.835941076465105,0.5611902414944012,67.23011238098144,91.16608713150025
2020-04-17,68.70508575439453,69.71331699752928,67.26198676311418,69.16425698531064,215250000,56.79218907194771,0.7748488847775974,67.23011238098144,91.16608713150025
2020-04-20,67.27898406982422,68.43297671339393,67.25955166646024,67.52679355095263,130015200,53.75759383261193,0.8196519736545156,67.23011238098144,91.16608713150025
2020-04-21,65.19938659667969,67.35674726243548,64.48512509479784,67.1210894551599,180991600,49.59588865302671,0.6795195300604604,67.23011238098144,91.16608713150025
2020-04-22,67.07734680175781,67.51464634090605,66.12985952419092,66.47240662852322,116862400,53.124993927941894,0.7117941330051281,67.00927452087403,91.16608713150025
2020-04-23,66.81739807128906,68.44999451020912,66.77852584487202,67.02147169938918,124814400,52.576244335674694,0.7082322379186365,66.79266395568848,91.16608713150025
2020-04-24,68.74639892578125,68.75611883735412,67.29601166304893,67.34460380679306,126161200,56.192454330078654,0.8512509667657042,66.57775428771973,91.16608713150025
2020-04-27,68.79498291015625,69.12781755437949,68.01269693902715,68.46214085181369,117087600,56.28287229123177,0.9574774571599534,66.3751377105713,91.16608713150025
2020-04-28,67.67987060546875,69.44122851178182,67.5875573844478,69.2590190731977,112004800,53.550861488396095,0.9408370882099035,66.14982978820801,91.16608713150025
2020-04-29,69.9028091430664,70.37412466532922,68.9698980080844,69.17397162378809,137280800,57.934417836466295,1.0944064022800717,65.99789161682129,91.16608713150025
2020-04-30,71.37747955322266,71.55483267240312,70.05342927151027,70.44456848623724,183064000,60.59142001521855,1.3198898987032948,65.85299842834473,91.16608713150025
2020-05-01,70.22835540771484,72.64080580783057,69.44606951014269,69.54324636284784,240616800,57.541403940117554,1.3898412543937582,65.70125434875489,91.16608713150025
2020-05-04,71.22198486328125,71.35074582850537,69.56023663856901,70.25263358572829,133568000,59.44250126833156,1.508071689018152,65.60461036682129,91.16608713150025
2020-05-05,72.29097747802734,73.12671192169056,71.53784374617595,71.68361276106978,147751200,61.44273117343403,1.6687921334014106,65.60159812927246,91.16608713150025
2020-05-06,73.03681182861328,73.67089693622526,72.60922476151869,72.99550777203844,142333600,62.82046422067627,1.8351918926270372,65.66257713317871,91.16608713150025
2020-05-07,73.79237365722656,74.13979187417405,73.36236215111808,73.66604447823067,115215200,64.21544042554657,2.0049209450991583,65.71646278381348,91.16608713150025
2020-05-08,75.54876708984375,75.60236016603984,74.12612330759006,74.45498957360294,133838400,67.28803945688225,2.2551626025427964,65.8984268951416,91.16608713150025
2020-05-11,76.73754119873047,77.23448698795877,74.84473723882499,75.05424011538071,145946400,69.21474432309495,2.520352005493393,66.10494453430175,91.16608713150025
2020-05-12,75.8605728149414,77.87760965678292,75.73877105532733,77.42450324524006,162301200,66.12077612462488,2.629441928693794,66.1702628326416,91.16608713150025
2020-05-13,74.94461822509766,76.96653181484587,73.86301804797671,76.04083401805624,200622400,62.95540290158574,2.6118784889493867,66.26337364196777,91.16608713150025
2020-05-14,75.405029296875,75.4659301717339,73.45376288745526,74.17970399208137,158929200,63.89114716162358,2.60508091095582,66.3004857635498,91.16608713150025
2020-05-15,74.959228515625,75.0055137738857,73.13220232382433,73.16631038114848,166348400,62.2514578254999,2.5345051859784604,66.37639625549316,91.16608713150025
2020-05-18,76.72535705566406,77.10050853103726,75.59504066999202,76.28931213886284,135178400,65.97676939988962,2.591215311358525,66.5065306854248,91.16608713150025
2020-05-19,76.28201293945312,77.59259368590767,76.25034329108823,76.74241974529504,101729600,64.26232972792525,2.5707503198490826,66.73887306213379,91.16608713150025
2020-05-20,77.76554107666016,77.83618073277223,77.10537029765943,77.14434774630136,111504800,67.32233193944492,2.6437643195564817,66.90774055480956,91.16608713150025
2020-05-21,77.18577575683594,78.1699360459229,76.94704163415062,77.62669752734837,102688800,64.98068759282569,2.624591566525794,67.11316474914551,91.16608713150025
2020-05-22,77.68272399902344,77.76554829725728,76.82036552394693,76.92267483121685,81803200,66.07008943934876,2.619302898240065,67.46069023132324,91.16608713150025
2020-05-26,77.15652465820312,78.9859815424121,77.10049318747821,78.80571736540033,125522000,63.80664304645302,2.543333733241468,67.65318733215332,91.16608713150025
2020-05-27,77.49270629882812,77.63886988657548,76.26981939752606,77.01281453766303,112945200,64.64010290293336,2.481647780620179,68.02616325378418,91.16608713150025
2020-05-28,77.52680969238281,78.79111238390804,76.88856974628645,77.16627385552594,133560800,64.7288356455941,2.407757942803059,68.34807365417481,91.16608713150025
2020-05-29,77.45128631591797,78.2332513575919,77.09318892472729,77.77040626057638,153532400,64.3437584301966,2.3164035504613594,68.69855033874512,91.16608713150025
2020-06-01,78.40379333496094,78.52559509330818,77.2734694490876,77.40501742967564,80791200,67.00945656053705,2.29441530099524,69.07726043701172,91.16608713150025
2020-06-02,78.76675415039062,78.79111598702812,77.69246183211925,78.1358219826799,87642800,67.99146987427554,2.2799949962227686,69.53873741149903,91.16608713150025
2020-06-03,79.20037078857422,79.46346673855659,78.51340711651795,79.08831525723531,104491200,69.17207085029861,2.2773046887350716,70.0325496673584,91.16608713150025
2020-06-04,78.5182876586914,79.32217629393165,78.14313615962425,79.02254872485325,87560400,65.10424133985771,2.1948335179351517,70.40334602355956,91.16608713150025
2020-06-05,80.75455474853516,80.81545561938624,78.73995661708915,78.76918784562754,137250400,71.1040796216632,2.2835986816784697,70.82547592163085,91.16608713150025
2020-06-08,81.23201751708984,81.26612557402613,79.73629595752215,80.45005239746396,95654400,72.20299786503844,2.3652083193486533,71.19437789916992,91.16608713150025
2020-06-09,83.79718017578125,84.19181672502023,80.87881449555262,80.91048414553676,147712400,77.2161988235708,2.6068219134377273,71.66657341003418,91.16608713150025
2020-06-10,85.95304107666016,86.42319395462418,84.30871777632814,84.74963942953403,166651600,80.41337945680408,2.9383904488945802,72.14753379821778,91.16608713150025
2020-06-11,81.826416015625,85.51944605133392,81.72410670645458,85.0931399166828,201662400,62.37135944851679,2.8354909723876602,72.5484880065918,91.16608713150025
2020-06-12,82.53287506103516,84.72530688604225,81.41717413668624,83.97501126586117,200146000,63.86604226054113,2.778914144303684,73.028583984375,91.16608713150025
2020-06-15,83.55355072021484,84.20884464080989,81.0176377380741,81.1808553319146,138808800,65.96927423019372,2.784340452442507,73.5095606994629,91.16608713150025
2020-06-16,85.76792907714844,86.04077128025801,83.975010633282,85.61689607536718,165428800,70.0432223296722,2.9335070248714175,74.051928024292,91.16608713150025
2020-06-17,85.64854431152344,86.57667295034399,85.52674257483635,86.51577208200045,114406400,69.5597362509717,3.0074215715408315,74.48957870483399,91.16608713150025
2020-06-18,85.68265533447266,86.10165362055893,85.07120821618122,85.60470043608724,96820400,69.62425342448985,3.033780325644827,74.94268310546875,91.16608713150025
2020-06-19,85.19302368164062,86.85927087357204,84.0797538062018,86.39155627628752,264476000,67.41550555916288,2.9807998407352017,75.35373153686524,91.16608713150025
2020-06-22,87.4219970703125,87.56572226000334,85.54137753320482,85.58766279834812,135445200,71.80118190848133,3.083131527828442,75.80003005981445,91.16608713150025
2020-06-23,89.2879867553711,90.71306865652282,88.25023351062259,88.67167022398402,212155600,74.85263761534782,3.2770244025320494,76.25809097290039,91.16608713150025
2020-06-24,87.7118911743164,89.83855278286899,87.33673963619609,88.9152932725208,192623200,68.14502017929196,3.2658613445942564,76.6175765991211,91.16608713150025
2020-06-25,88.87629699707031,88.915274447835,87.10530228917064,87.86778240746746,137522400,70.2650177382064,3.31278464010947,77.0130810546875,91.16608713150025
2020-06-26,86.1455078125,88.99323335258256,85.99690581013819,88.77155327311752,205256800,60.15407664092888,3.0939546416430233,77.34298828125,91.16608713150025
2020-06-29,88.130859375,88.22586829271688,85.57302304750854,86.0529221606054,130646000,64.18872871811085,3.04562351801097,77.73150375366211,91.16608713150025
2020-06-30,88.86653900146484,89.1539967334942,87.69724537020383,87.71673037591023,140223200,65.5795604698319,3.0317359865869378,78.16325485229493,91.16608713150025
2020-07-01,88.69847106933594,89.49018248229541,88.64975482751349,88.94451299507311,110737200,64.95887134001762,2.9728986156821833,78.63323654174805,91.16608713150025
2020-07-02,88.69847106933594,90.2477932693981,88.58398455566804,89.6095532582672,114041600,64.95887134001762,2.892921773911425,79.06565902709961,91.16608713150025
2020-07-06,91.07115936279297,91.5413122788703,90.10161486932252,90.13328451010696,118655600,69.66041498285738,2.986568365461835,79.55073425292969,91.16608713150025
2020-07-07,90.78857421875,92.23314095420048,90.67651870857861,91.4511759281686,112424400,68.4819096009968,3.003360830365864,79.99157775878906,91.16608713150025
2020-07-08,92.90306091308594,92.93473055595655,91.68260506078956,91.77030618213804,117092000,72.26321646827816,3.150967986971409,80.47373931884766,91.16608713150025
2020-07-09,93.30258178710938,93.85312065881432,92.2502128504973,93.79952758979641,125642800,72.92418794606941,3.2625767635847893,80.98619354248046,91.16608713150025
2020-07-10,93.46578216552734,93.52425205644036,92.28187281172208,92.89575090989648,90257200,73.2050838422154,3.3258580089125473,81.45745300292968,91.16608713150025
2020-07-13,93.03462219238281,97.39756217350657,92.82024990306108,94.77638589183749,191649200,71.1062707539987,3.3031412886317355,81.89059585571289,91.16608713150025
2020-07-14,94.57418823242188,94.76662964226465,91.47555145597293,92.41341897123698,170989200,73.97546570556628,3.3705150376042354,82.37751251220703,91.16608713150025
2020-07-15,95.2245864868164,96.70813059537792,94.02118485706006,96.45721934090898,153198000,75.10036877492274,3.4367739320203725,82.85756454467773,91.16608713150025
2020-07-16,94.05287170410156,94.91279173687622,93.45117077912744,94.0918491550775,110577600,69.2896762789749,3.35605053122363,83.29280242919921,91.16608713150025
2020-07-17,93.86286163330078,94.66188079586928,93.38783184655358,94.50597842556229,92186800,68.36590430914708,3.2394026129147306,83.70932342529296,91.16608713150025
2020-07-20,95.84092712402344,95.97978290888382,93.60464868715383,93.9505689422849,90318000,72.47933267306298,3.2688899227541413,84.15029449462891,91.16608713150025
2020-07-21,94.51815795898438,96.71058945803297,94.26724665146081,96.63507296780085,103433200,66.27328520094025,3.1492201617675875,84.52968231201172,91.16608713150025
2020-07-22,94.78367614746094,95.46820132434986,94.13082061211013,94.21851429558046,89001600,66.88620653774444,3.0407541912803424,84.89060501098633,91.16608713150025
2020-07-23,90.46946716308594,94.59367254925417,89.65583238188394,94.51571764664843,197004400,50.748396182278796,2.5769678374010994,85.18278289794922,91.16608713150025
2020-07-24,90.24534606933594,90.59126629328685,86.86412846693426,88.65949241794259,185438800,50.07250988679544,2.1663566998187775,85.48879745483399,91.16608713150025
2020-07-27,92.38420867919922,92.47677921842735,91.08824343257677,91.31235453726445,121214000,56.083717499400635,1.9905865101941629,85.82838104248047,91.16608713150025
2020-07-28,90.86654663085938,92.13084942839727,90.8616698028327,91.95301619177205,103625600,51.35860571566171,1.7091230186241972,86.14652740478516,91.16608713150025
2020-07-29,92.6082992553711,92.79344027792474,91.31476537959648,91.35130441452465,90329200,55.94591060480725,1.6080692329549322,86.4641862487793,91.16608713150025
2020-07-30,93.72888946533203,93.83363719107348,91.3683708441203,91.77762295924211,158130000,58.647961632902174,1.5999622753709843,86.81312377929687,91.16608713150025
2020-07-31,103.5412368774414,103.69226986257458,98.24529157077608,100.2525895272056,374336800,73.80106820441414,2.3581288426131266,87.3286376953125,91.16608713150025
2020-08-03,106.15021514892578,108.781129727995,105.13195439882799,105.43158191778792,308151200,76.28899162635402,3.1333843475211154,87.9079264831543,91.16608713150025
2020-08-04,106.85911560058594,107.95533138544933,105.6142978102183,106.34023893961368,173071600,76.93005283580507,3.7616206412706674,88.49145431518555,91.16608713150025
2020-08-05,107.2464370727539,107.5679954655589,106.11124391089764,106.57896588535843,121776800,77.2913068002518,4.2418585314038495,89.09325256347657,91.16608713150025
2020-08-06,110.9881820678711,111.48513526706205,106.98821694116845,107.5801716353025,202428800,80.47256247790806,4.868259800703839,89.76316207885742,91.16608713150025
