Date,Close,High,Low,Open,Volume,rsi,macd,sma_50,sma_200,avg_volume,vol_spike,peak_price,drawdown,price_mean,price_std,price_zscore
2012-05-18,38.08452224731445,44.82876070233137,37.85539792641316,41.88998562958676,573576400,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.0,30.12426077524821,2.85255446769192,0.3005693810985744
2012-05-21,33.9005012512207,36.520494130991075,32.874422022338905,36.39098776806456,168192700,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.10986145418664896,30.12426077524821,2.85255446769192,0.3005693810985744
2012-05-22,30.882034301757812,33.462178609944175,30.82226315448943,32.48590830416839,101786600,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.18911850590601875,30.12426077524821,2.85255446769192,0.3005693810985744
2012-05-23,31.87822723388672,32.3763245344162,31.240663297237916,31.250625471259355,73600000,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.1629610835899451,30.12426077524821,2.85255446769192,0.3005693810985744
2012-05-24,32.90430450439453,33.083619825959126,31.64910105362295,32.824610917132816,50237200,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.13601897666670107,30.12426077524821,2.85255446769192,0.3005693810985744
2012-05-25,31.7885684967041,32.824611758940506,30.991613602745595,32.774802790601974,37149800,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.16531528765742398,30.12426077524821,2.85255446769192,0.3005693810985744
2012-05-29,28.73025131225586,31.569406193200024,28.54097381350216,31.360204347190074,78063400,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.24561870237766248,30.12426077524821,2.85255446769192,0.3005693810985744
2012-05-30,28.082727432250977,29.43755085052314,27.753983277070684,28.59078692663697,57267900,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.26262098681751894,30.12426077524821,2.85255446769192,0.3005693810985744
2012-05-31,29.48736000061035,29.557093317320266,26.72790055306702,28.441354549690523,111639200,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.22573900732889815,30.12426077524821,2.85255446769192,0.3005693810985744
2012-06-01,27.61451530456543,29.03907397307108,27.285771142609548,28.78006313333455,41855500,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.27491501336838536,30.12426077524821,2.85255446769192,0.3005693810985744
2012-06-04,26.79763412475586,27.54478006819751,26.3393855248217,27.096493642186754,35230300,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.296364177795469,30.12426077524821,2.85255446769192,0.3005693810985744
2012-06-05,25.771554946899414,27.65436211890623,25.65201075974626,26.598396382763347,42473400,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.32330633480070226,30.12426077524821,2.85255446769192,0.3005693810985744
2012-06-06,26.707977294921875,27.066607967020232,25.422887220053507,25.9707935023456,61489200,23.32721888292663,-0.38953317635127505,29.72545066833496,25.572415142059327,63980790.0,0.3051994200134134,38.08452224731445,0.29871833178095863,30.12426077524821,2.85255446769192,0.3005693810985744
